gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	TC
CRISP3	1.90169508043069e-22	-1.19521905573167	0.93	0.779	6.96039416388436e-18	TC-3
MGP	1.68167969636905e-21	0.936136280357881	1	1	6.15511585668034e-17	TC-3
IGHM	2.1252104172148e-19	-0.84999441667166	0.954	0.859	7.7784826480479e-15	TC-3
AQP1	4.80038107797498e-19	-0.539582938761902	0.527	0.513	1.75698747834962e-14	TC-3
CCL21	4.21404408942221e-15	-0.50337586722452	0.163	0.221	1.54238227716942e-10	TC-3
JCHAIN	2.26602605291899e-14	-0.751684420710912	0.662	0.593	8.2938819562888e-10	TC-3
SLITRK6	0.000122907203511063	-0.506613190867184	0.484	0.415	1	TC-3
MT-ND1	0	0.970542316421192	1	1	0	TC-4
MT-ND2	0	0.969602935386156	1	1	0	TC-4
MT-CO1	0	0.940787438818459	1	1	0	TC-4
MT-CO2	0	0.683633552981082	1	1	0	TC-4
MT-CO3	8.56957321163247e-304	0.723144937325025	1	1	3.1365494911896e-299	TC-4
MT-ATP6	1.76481691599478e-284	0.814876691717383	1	1	6.45940639423251e-280	TC-4
MT-ND3	5.61702994363465e-275	0.805840201669109	1	0.999	2.05588912966972e-270	TC-4
MT-ND4	2.01615489064446e-271	0.691341376280644	1	1	7.37932851524779e-267	TC-4
MT-CYB	1.14883504442235e-241	0.663676969950917	1	1	4.20485114609024e-237	TC-4
MT-ND5	1.72843728451017e-153	0.64819670932536	0.986	0.931	6.32625330503568e-149	TC-4
CSTA	6.10064668222878e-143	0.669669993909078	0.991	0.947	2.23289769216255e-138	TC-4
S100G	2.8428849682647e-134	0.655142178422926	0.962	0.876	1.04052432723456e-129	TC-4
COX6C	2.23936532977134e-133	0.559240600953512	1	1	8.19630104349608e-129	TC-4
MT-ATP8	9.9623024655341e-123	0.601464858246989	0.67	0.44	3.64630232541013e-118	TC-4
HEBP1	1.98486836670732e-106	0.611154570417221	0.971	0.905	7.26481670898547e-102	TC-4
FAM234B	2.20659010274712e-92	0.534412227370705	0.991	0.943	8.07634043506472e-88	TC-4
AEBP1	2.18914108087842e-91	-0.743228503177691	0.858	0.958	8.01247527012312e-87	TC-4
SCGB1D2	6.52447644102148e-91	0.629731703480767	0.93	0.861	2.38802362217827e-86	TC-4
COL6A2	3.01474950098693e-89	-0.74837129880375	0.878	0.963	1.10342846485623e-84	TC-4
SCGB2A2	1.08373592295814e-86	0.616058668329524	0.944	0.892	3.96658185161907e-82	TC-4
APOE	4.23599616445039e-73	-0.622326039866969	1	0.998	1.55041695615049e-68	TC-4
MGP	7.14249214827755e-72	0.514212881868711	1	1	2.61422355119106e-67	TC-4
COL6A1	7.99298845991815e-66	-0.576474247587868	0.793	0.919	2.92551370621464e-61	TC-4
FLNA	6.01886054688161e-65	-0.509758691050253	0.813	0.925	2.20296314876414e-60	TC-4
LINC00645	1.42702516947606e-61	0.615955609636655	0.539	0.364	5.22305482279933e-57	TC-4
HSPG2	6.10114616693439e-60	-0.540002542299518	0.636	0.848	2.23308050855965e-55	TC-4
TAGLN	6.74140976947764e-57	-0.561460192769996	0.635	0.847	2.46742338972651e-52	TC-4
BGN	2.44707239380159e-56	-0.624273155253646	0.77	0.908	8.95652966855322e-52	TC-4
IGFBP7	1.88090426126439e-51	-0.634072567934031	0.965	0.984	6.88429768665379e-47	TC-4
MYL9	5.27902932484754e-50	-0.515033375925941	0.722	0.881	1.93217752318745e-45	TC-4
TIMP1	1.37777056587315e-48	-0.744856222520313	0.9	0.966	5.0427780481523e-44	TC-4
COL1A1	4.51396708392737e-48	-0.625262005437837	0.992	0.99	1.65215709238826e-43	TC-4
CXCL14	3.2713472051404e-47	-0.715988585502372	0.904	0.951	1.19734579055344e-42	TC-4
COL1A2	6.76055017413236e-46	-0.56804268280963	0.983	0.992	2.47442896923419e-41	TC-4
C1QA	3.98174306947985e-41	-0.563796108379674	0.886	0.954	1.45735778086032e-36	TC-4
IGHG4	4.10371762813906e-37	-0.752388883837616	1	1	1.50200168907518e-32	TC-4
C3	1.57982706397285e-35	-0.754037619491803	0.866	0.951	5.78232503684702e-31	TC-4
IGHM	1.30637198376337e-20	-0.966667311764779	0.776	0.906	4.78145209777232e-16	TC-4
CCL19	8.67964091468022e-20	-0.522965114093674	0.363	0.516	3.17683537118211e-15	TC-4
ALB	2.12383077378871e-17	1.01475184578895	0.552	0.532	7.77343301514405e-13	TC-4
IGHG1	3.29831763885191e-17	-0.941990922212694	0.993	0.995	1.20721723899619e-12	TC-4
IGHG3	9.63750413178088e-17	-1.11953565061946	0.999	0.999	3.52742288727312e-12	TC-4
IGHA1	2.11797290282833e-14	-0.776707629088168	0.91	0.954	7.75199262164197e-10	TC-4
CRISP3	3.17110347673266e-14	-0.896498413687947	0.737	0.835	1.16065558351892e-09	TC-4
IGKC	7.85702996457968e-08	-0.899500079909267	1	1	0.00287575153733581	TC-4
IGLC3	1.59068522131978e-07	-0.792406160892969	0.627	0.723	0.00582206697855251	TC-4
IGHG2	1.19519249281924e-06	-0.521271107399277	0.426	0.523	0.0437452404296768	TC-4
IGLC2	8.11570395442167e-05	-1.01458608989866	0.99	0.994	1	TC-4
CXCL14	0	2.28372891755004	1	0.935	0	TC-5
GFRA1	0	1.49875206439368	0.999	0.874	0	TC-5
TTLL12	0	1.46606371194477	0.997	0.769	0	TC-5
DEGS1	0	1.37555866749805	1	0.87	0	TC-5
AGR2	0	1.37055034818501	1	0.964	0	TC-5
CCND1	0	1.36349609425701	1	0.979	0	TC-5
GNG5	0	1.21417942321853	1	0.917	0	TC-5
TCEAL4	0	1.01799069865753	1	0.988	0	TC-5
MT1E	0	0.921420923794048	1	0.859	0	TC-5
AQP3	0	0.914938654254824	0.999	0.858	0	TC-5
CRAT	0	0.907378849957834	0.976	0.555	0	TC-5
DEGS2	0	0.903978242871109	1	0.929	0	TC-5
PRKACB	0	0.90071712177918	0.978	0.52	0	TC-5
MORF4L2	0	0.877226050941515	1	0.974	0	TC-5
KRT8	0	0.869346418671033	1	1	0	TC-5
IL20	0	0.867100791769026	0.966	0.491	0	TC-5
SIRLNT	0	0.866345002423057	0.964	0.405	0	TC-5
IGHE	0	0.851072138747875	0.978	0.529	0	TC-5
ARPP21	0	0.837326882472195	0.815	0.154	0	TC-5
RMND1	0	0.823663641665868	0.905	0.346	0	TC-5
CACYBP	0	0.814953710882736	1	0.896	0	TC-5
MAGED2	0	0.798244067441526	1	0.975	0	TC-5
S100A11	0	0.783588766964828	1	1	0	TC-5
TUBA1B	0	0.774714769030591	1	0.99	0	TC-5
BMERB1	0	0.750690076783499	0.934	0.271	0	TC-5
KRT18	0	0.74789609167051	1	0.999	0	TC-5
SPAG6	0	0.743428820144318	0.851	0.13	0	TC-5
FBN2	0	0.734447674385282	0.919	0.333	0	TC-5
MT2A	0	0.732452320774815	1	0.996	0	TC-5
PSMB4	0	0.692430229126661	1	0.946	0	TC-5
UQCRQ	0	0.650743071962805	1	0.989	0	TC-5
Z82214.2	0	0.589339539429158	0.723	0.098	0	TC-5
BRINP3	0	0.561776473948417	0.788	0.104	0	TC-5
RPL8	0	0.553392216143783	1	0.999	0	TC-5
RPSA	0	0.543074109499832	1	0.998	0	TC-5
RPS14	0	0.532269635887512	1	0.999	0	TC-5
RPS27	0	0.527454341058309	1	1	0	TC-5
RPLP1	0	0.506159571633625	1	1	0	TC-5
ZNF703	0	-0.974276606755035	1	0.991	0	TC-5
H2AFJ	0	-1.26222759141134	0.999	0.991	0	TC-5
TFF3	0	-1.30661982333436	1	0.997	0	TC-5
CSTA	0	-1.53714471895493	0.961	0.953	0	TC-5
MGP	0	-2.04387619994264	1	1	0	TC-5
RPL15	2.72820799548264e-306	0.512416616744366	1	0.997	9.985514084266e-302	TC-5
LAGE3	1.7168857878624e-304	0.842944534209778	0.999	0.798	6.28397367215516e-300	TC-5
RPS26	3.92127462870469e-304	0.610712373149902	1	0.988	1.4352257268522e-299	TC-5
TMSB10	9.80342713634493e-304	-0.583015577585159	1	1	3.58815236617361e-299	TC-5
DNAJC1	1.10676026469971e-298	0.762131913188698	0.981	0.525	4.05085324482741e-294	TC-5
GAS5	6.07161279277549e-298	0.785031892847599	1	0.952	2.22227099828376e-293	TC-5
RPL14	1.57520444595353e-296	0.660289062000733	1	0.992	5.7654057926345e-292	TC-5
ARMT1	3.4788934911295e-293	1.13644332876973	0.979	0.656	1.27330980668831e-288	TC-5
RPL17	7.93119246405029e-288	0.553669242442709	1	0.997	2.90289575376705e-283	TC-5
RAB11FIP1	1.27530030662034e-281	-1.08872400871953	0.992	0.965	4.66772665226112e-277	TC-5
MUC1	1.41956245911505e-280	0.669376313416763	1	0.999	5.195740556607e-276	TC-5
SUSD3	5.70036436156286e-280	0.635043453429817	0.901	0.354	2.08639035997562e-275	TC-5
SH3BGRL	8.34662572145587e-275	0.788248978563433	0.991	0.622	3.05494848031006e-270	TC-5
HMGN2	2.71228573312965e-274	0.693550223459885	1	0.966	9.92723701182783e-270	TC-5
COX6C	1.29415089786996e-270	-1.25675635361458	1	1	4.73672170129386e-266	TC-5
GALNT6	5.17978022942373e-268	0.701408486424189	1	0.953	1.89585136177138e-263	TC-5
FCGRT	2.27236946235834e-262	-1.12060582218408	0.962	0.954	8.31709946917775e-258	TC-5
TUFT1	7.58320640572017e-260	0.598788092560336	0.942	0.441	2.77552937655764e-255	TC-5
PFKFB3	4.85855198640177e-258	0.705110533698817	0.974	0.537	1.77827861254291e-253	TC-5
AGR3	1.57286103144341e-257	0.788768628839825	0.997	0.851	5.75682866118601e-253	TC-5
HSPA1A	1.68486720168265e-257	0.650803682821628	1	0.973	6.16678244487866e-253	TC-5
NPM1	9.84686071841247e-257	0.617440501158163	1	0.963	3.60404949154615e-252	TC-5
HSPB1	2.12836160868227e-251	0.5002256116102	1	0.998	7.79001632393797e-247	TC-5
PPDPF	1.25775733080131e-250	0.578072482153368	1	0.968	4.60351760646587e-246	TC-5
BMI1	4.04734784304978e-250	0.721722091872566	0.993	0.737	1.48136978403465e-245	TC-5
HINT1	5.7172919916685e-249	0.613590702363278	1	0.963	2.09258604187059e-244	TC-5
SNHG6	1.09199628354268e-242	0.680775431738494	0.998	0.893	3.99681559739457e-238	TC-5
ENSA	1.52021991000335e-239	0.618484607378765	1	0.91	5.56415689260328e-235	TC-5
TMA7	1.64356684817792e-237	0.566825983513887	1	0.972	6.01561902101601e-233	TC-5
HLA-DRB1	2.91950731528692e-237	-1.0203223560256	1	0.984	1.06856887246817e-232	TC-5
HLA-DRA	1.89968294136763e-233	-1.07987675682791	1	0.997	6.95302953369967e-229	TC-5
RPL34	2.0150365519372e-233	0.540398778546521	1	0.992	7.37523528374536e-229	TC-5
ATP9A	2.69359737221714e-233	0.700930204098646	0.996	0.752	9.85883574205196e-229	TC-5
SREBF1	5.1671965986704e-231	0.762334893095931	0.992	0.75	1.89124562707935e-226	TC-5
IER3	5.33692227932412e-231	-0.989604453132413	0.988	0.95	1.95336692345542e-226	TC-5
CPB1	1.3596122311366e-230	-1.96240173624866	0.998	0.976	4.97631672718309e-226	TC-5
CERS2	4.95112464287016e-230	0.620108988714493	0.999	0.894	1.81216113053691e-225	TC-5
TSPAN13	4.49467417193802e-225	0.666378801235341	0.999	0.841	1.64509569367104e-220	TC-5
H2AFZ	9.8088799372782e-222	0.688597583101103	1	0.921	3.5901481458432e-217	TC-5
TXN	2.28866986423873e-221	0.610380069297136	1	0.96	8.37676057010016e-217	TC-5
POLR2L	2.09723583469251e-218	0.538847841937103	1	0.979	7.67609287855804e-214	TC-5
S100A16	7.27132570712069e-218	0.567836576259368	1	0.985	2.66137792206324e-213	TC-5
S100G	9.54327255308496e-217	-1.53262911521875	0.881	0.893	3.49293318715463e-212	TC-5
ZFAS1	2.16742379336296e-216	0.646878375202708	1	0.877	7.93298782608777e-212	TC-5
DYNLL1	3.64485951576155e-214	0.581280917835973	1	0.935	1.33405503136388e-209	TC-5
PSMD4	9.50083992306085e-214	0.559383424343868	1	0.91	3.4774024202395e-209	TC-5
TUBB4B	9.77205482255617e-214	0.596552703604992	0.999	0.914	3.57666978560378e-209	TC-5
IGKC	1.07656151370255e-212	-1.790009983669	1	1	3.94032279630272e-208	TC-5
CRABP2	6.654604426747e-212	-0.644727671456616	1	0.987	2.43565176623367e-207	TC-5
TCEAL1	3.36330584212877e-211	0.630126457386335	0.999	0.882	1.23100357127755e-206	TC-5
ADIRF	3.08136820119765e-203	-0.681826913578496	1	0.999	1.12781157532035e-198	TC-5
HMGB2	7.57078308164174e-203	0.688047203610937	0.995	0.763	2.77098231571169e-198	TC-5
COMMD3	1.66786652871705e-201	0.600676991482121	0.987	0.731	6.10455828175726e-197	TC-5
ASCL2	1.10013428157607e-200	0.552348420645427	0.958	0.539	4.02660148399656e-196	TC-5
TUBA1C	2.07076436147752e-200	0.619955910800884	0.998	0.816	7.57920463944388e-196	TC-5
SCGB2A2	3.47818071521556e-200	-1.42459680934817	0.913	0.9	1.27304892357605e-195	TC-5
IFI6	4.38949261871201e-200	-0.738284990866837	1	0.996	1.60659819337478e-195	TC-5
PTTG1	1.01186683664534e-199	0.571134765324288	0.949	0.511	3.70353380880562e-195	TC-5
COX7A2	5.11161202437116e-197	0.520423084583112	1	0.943	1.87090111704009e-192	TC-5
CPNE7	9.45062693403412e-197	0.64561221322217	0.998	0.887	3.45902396412583e-192	TC-5
SLC39A4	5.17430984161825e-196	0.519608690534465	0.958	0.562	1.89384914513069e-191	TC-5
LDLRAD4	3.53016307164948e-195	0.639294030845733	0.997	0.877	1.29207498585443e-190	TC-5
HNRNPAB	8.92136146457584e-195	0.566130547938382	1	0.885	3.2653075096494e-190	TC-5
CST3	4.47298551296915e-194	-0.593743370304952	1	0.997	1.63715742760184e-189	TC-5
LYZ	4.69406723139233e-194	-1.24106657055296	0.977	0.96	1.71807554736191e-189	TC-5
TFF1	1.70017594315427e-184	-1.09347780828376	0.986	0.957	6.22281396953893e-180	TC-5
THBS1	3.35820144855311e-183	0.585653392640796	0.996	0.811	1.22913531218492e-178	TC-5
NDUFC1	5.75511031611006e-183	0.587818896827642	0.995	0.819	2.10642792679944e-178	TC-5
SNCG	1.87658129790723e-182	-1.07712643492465	0.629	0.795	6.86847520847027e-178	TC-5
NUCKS1	1.11184493022594e-180	0.528989235932054	1	0.956	4.06946362911997e-176	TC-5
TGM2	6.73022825291481e-180	0.662834754721239	0.976	0.656	2.46333084284935e-175	TC-5
BAMBI	9.93552476261151e-180	-0.845827337300228	0.999	0.977	3.63650141836344e-175	TC-5
SCUBE2	1.74875795569468e-179	0.627161238873991	0.903	0.469	6.40062899363808e-175	TC-5
CISH	5.8229012517668e-178	0.565852701558011	0.985	0.735	2.13124008715917e-173	TC-5
MMP11	2.78458238670683e-177	0.796487713872749	0.989	0.837	1.01918499935857e-172	TC-5
UGCG	4.61036769756013e-177	-0.917812403293413	0.957	0.897	1.68744068098398e-172	TC-5
IGHG1	2.6008252629148e-176	-1.63741025105959	1	0.994	9.51928054479446e-172	TC-5
ESR1	3.19255243137397e-176	0.56675501528375	1	0.903	1.16850611540719e-171	TC-5
CTNNA1	2.48829447420231e-175	0.512813478573622	0.999	0.892	9.10740660502788e-171	TC-5
HLA-DRB5	4.36102233249574e-175	-0.967811192140465	0.984	0.957	1.59617778391677e-170	TC-5
SCGB1D2	5.31046307094827e-175	-1.31138955695702	0.859	0.874	1.94368258859778e-170	TC-5
PLP2	2.2171776721876e-174	0.524920646411164	0.987	0.705	8.11509199797384e-170	TC-5
IGHG3	2.13511093737831e-173	-1.82312777451898	1	0.999	7.81471954189834e-169	TC-5
CYC1	5.67845117604162e-173	0.515190890533638	0.998	0.884	2.07836991494299e-168	TC-5
CKS2	1.42376278640415e-172	0.600034258494373	0.982	0.713	5.21111417451781e-168	TC-5
ERLIN2	5.5680672508713e-172	-0.85033375731619	0.957	0.899	2.03796829449141e-167	TC-5
FAM234B	3.90514134574798e-171	-0.883392797237071	0.997	0.945	1.42932078395722e-166	TC-5
PCBD1	1.29942175277385e-169	0.5313404963426	0.997	0.751	4.75601355732758e-165	TC-5
MT-ND1	5.96033291347829e-168	-0.825238484049018	1	1	2.18154144966219e-163	TC-5
CKS1B	4.94815906024227e-167	0.576108854116031	0.992	0.75	1.81107569763927e-162	TC-5
DDR1	9.16959138864956e-166	-0.695949142715569	0.999	0.964	3.35616214415963e-161	TC-5
SERPINA3	1.42013814261121e-161	-0.990463587588428	0.992	0.973	5.1978476157713e-157	TC-5
IL6ST	5.79870234081563e-161	-0.650020957183006	1	0.966	2.12238304376193e-156	TC-5
TNRC18	2.53858052675364e-159	0.533023803563149	0.988	0.715	9.291458585971e-155	TC-5
IGLC2	4.01702820757969e-159	-2.10872407803624	0.995	0.993	1.47027249425624e-154	TC-5
SLC39A6	1.57559784097007e-156	-0.798788275587574	0.999	0.99	5.76684565773454e-152	TC-5
MCCD1	7.17959890207154e-156	-0.970197023376159	0.558	0.751	2.62780499414721e-151	TC-5
ALDOA	6.42327044867351e-153	0.546745011735504	0.939	0.601	2.35098121691899e-148	TC-5
HLA-E	7.98920514029802e-151	-0.742525606743551	1	0.988	2.92412897340048e-146	TC-5
SNHG7	4.92967766358781e-150	0.502609520862406	0.978	0.687	1.80431132164977e-145	TC-5
IGFBP4	2.14392022803349e-148	-0.681795212387744	0.998	0.987	7.84696242662539e-144	TC-5
SELENOP	7.59878744636893e-146	-0.702255263440826	0.987	0.941	2.78123219324549e-141	TC-5
CNIH4	2.94242458545404e-145	0.510276776442864	0.989	0.77	1.07695682252203e-140	TC-5
HLA-B	4.42746147534647e-142	-0.633244152531111	1	0.999	1.62049517459156e-137	TC-5
ISG15	1.22280662141136e-141	-0.620598858039679	1	0.997	4.4755945150277e-137	TC-5
C3	2.74417375474674e-128	-1.24164249459312	0.943	0.936	1.00439503597485e-123	TC-5
IFT122	9.1698816612147e-125	-0.681968691130648	0.98	0.908	3.35626838682119e-120	TC-5
SEC61G	1.67177663803813e-124	0.501093194371526	1	0.896	6.11886967288338e-120	TC-5
IGHG4	6.71398833456233e-123	-1.11528374989682	1	1	2.45738687033316e-118	TC-5
HLA-DPB1	7.38498097253027e-123	-0.884967643597065	0.97	0.938	2.7029768857558e-118	TC-5
HEBP1	7.54784003070851e-122	-0.826111744948726	0.979	0.908	2.76258492963962e-117	TC-5
ABHD2	1.57658512990653e-119	-0.777535101519862	0.945	0.878	5.77045923397088e-115	TC-5
HLA-DPA1	9.3069384833186e-119	-0.864591085848889	0.963	0.917	3.40643255427944e-114	TC-5
STAT1	2.07598168411659e-114	-0.549386124328918	0.99	0.931	7.59830056203514e-110	TC-5
HLA-A	6.36652964122362e-114	-0.518931974214913	1	1	2.33021351398426e-109	TC-5
FN1	7.11631402048851e-112	0.66946662247044	1	0.984	2.604642094639e-107	TC-5
LDHB	1.46294899769084e-108	-0.622703670547716	0.715	0.775	5.35453962644825e-104	TC-5
TYMP	4.65441237781222e-107	-0.607189816498082	0.998	0.978	1.70356147440305e-102	TC-5
ACADSB	1.91148096086883e-106	-0.672674426245418	0.978	0.893	6.99621146487601e-102	TC-5
PVALB	2.39168120765241e-106	-0.757752109684457	0.893	0.844	8.75379238812857e-102	TC-5
SPP1	7.47593220541774e-105	0.819019924833112	0.958	0.651	2.73626594650495e-100	TC-5
GRB2	3.80378260817031e-104	-0.545356689315926	0.985	0.907	1.39222247241641e-99	TC-5
CYBA	3.18317077571504e-103	-0.790346513029141	0.945	0.922	1.16507233561946e-98	TC-5
HLA-DQB1	3.490608123291e-103	-0.699521250604915	0.917	0.875	1.27759747920574e-98	TC-5
CD74	1.73652667012834e-100	-0.660974799386283	1	0.999	6.35586126533674e-96	TC-5
C1QA	2.16398551799311e-100	-0.905406095819554	0.963	0.94	7.92040339440658e-96	TC-5
TMCO1	3.78430186445156e-98	-0.512592921947192	0.985	0.888	1.38509232540792e-93	TC-5
RERG	9.31602729679514e-98	-0.720902977565996	0.795	0.769	3.40975915089999e-93	TC-5
TBC1D9	1.71974714885114e-97	-0.607969481375997	0.988	0.92	6.29444653951006e-93	TC-5
WBP1	8.49413538333608e-92	-0.511474790172203	0.972	0.883	3.10893849165484e-87	TC-5
PLPBP	1.36946337776648e-90	-0.588980979431786	0.853	0.799	5.01237290896308e-86	TC-5
PRLR	7.4568189665684e-90	-0.558292153825841	0.903	0.816	2.7292703099537e-85	TC-5
APOC1	7.45039342485029e-86	-0.720904578829626	0.998	0.987	2.72691849742945e-81	TC-5
PDCD4	7.76135215138258e-86	-0.513895600392288	0.979	0.888	2.84073250092754e-81	TC-5
CNPY3	9.49723499229314e-85	-0.523379055885215	0.835	0.805	3.47608297952921e-80	TC-5
HK2	1.46487850559802e-83	-0.660455507630746	0.67	0.71	5.3616018183393e-79	TC-5
ST8SIA6-AS1	1.96930060167981e-83	-0.571676467165523	0.364	0.571	7.20783713220826e-79	TC-5
IGHM	8.20235224698424e-83	-1.30096860804911	0.924	0.878	3.0021429459187e-78	TC-5
TXNIP	1.05710515212676e-79	-0.628458817770993	0.906	0.86	3.86911056729914e-75	TC-5
APOD	2.71946628760645e-78	-0.654823777036346	0.699	0.743	9.95351855926835e-74	TC-5
CTPS2	3.10953656257585e-74	-0.604873291465019	0.908	0.814	1.13812147726839e-69	TC-5
C1QB	3.72792597585311e-72	-0.702122924108506	0.982	0.939	1.364458186422e-67	TC-5
CD44	2.43429364553578e-71	-0.503718625911747	0.852	0.799	8.90975817202552e-67	TC-5
MALAT1	4.39301206359438e-69	-0.977693620943182	1	0.997	1.60788634539618e-64	TC-5
RHOH	1.00883875936838e-67	-0.531078127324562	0.541	0.63	3.6924507431642e-63	TC-5
HLA-DMA	1.86518113141424e-64	-0.548164119666131	0.874	0.82	6.82674945908926e-60	TC-5
MESP1	7.46935308690298e-59	-0.548780415422304	0.886	0.8	2.73385792333736e-54	TC-5
HLA-DQA1	1.01959106726296e-57	-0.613825247670077	0.851	0.785	3.73180526528917e-53	TC-5
WFDC2	1.5688923516204e-57	-0.642284108523725	0.671	0.673	5.74230289616581e-53	TC-5
MZB1	3.59680456128828e-56	-0.540340702020273	0.435	0.57	1.31646643747712e-51	TC-5
IFIT1	4.3371185366221e-56	-0.545042547262301	0.968	0.863	1.58742875558905e-51	TC-5
IGHA1	1.30744410140207e-55	-0.949159964044124	0.984	0.942	4.78537615554173e-51	TC-5
CXCL9	3.17025924039125e-55	-0.757672122774201	0.673	0.689	1.1603465845756e-50	TC-5
TIMP1	7.2535445458541e-55	-0.889039606907355	0.984	0.951	2.65486983922806e-50	TC-5
APOE	5.50986767925667e-52	-0.60778833983968	1	0.998	2.01666666928473e-47	TC-5
KLHDC7B	7.81624009455902e-49	-0.573142319755571	0.549	0.608	2.86082203700955e-44	TC-5
IGLC3	8.08884225295414e-48	-1.36442451306116	0.675	0.711	2.96059715300374e-43	TC-5
COLEC12	9.00374372673482e-46	-0.523279324986901	0.75	0.698	3.29546024142221e-41	TC-5
CCL5	1.61071017969082e-45	-0.591151080497763	0.6	0.638	5.89536032868638e-41	TC-5
TRBC2	4.0836585361428e-45	-0.646759761860124	0.583	0.637	1.49465986081363e-40	TC-5
CCL19	9.18304855895483e-45	-0.817693125241666	0.372	0.505	3.36108760306306e-40	TC-5
IGLC1	4.93375868258526e-42	-1.29061795822737	0.915	0.863	1.80580501541303e-37	TC-5
FBLN1	5.28353299580932e-42	-0.605759076613927	0.748	0.736	1.93382591179617e-37	TC-5
SFRP4	6.70969861392569e-42	-0.624329084380622	0.315	0.471	2.45581678968294e-37	TC-5
A2M	4.21196813500402e-38	-0.535985659845861	0.97	0.908	1.54162245709282e-33	TC-5
LINC00645	5.87764585747643e-38	-0.677729759006324	0.261	0.411	2.15127716029495e-33	TC-5
KRT37	5.41828414195093e-37	-0.582612560363817	0.435	0.512	1.98314617879546e-32	TC-5
IGHG2	1.40990881557303e-35	-0.96335103303736	0.418	0.518	5.16040725587884e-31	TC-5
IL32	3.71454939559837e-33	-0.546327579951009	0.803	0.731	1.35956222428296e-28	TC-5
SERPING1	6.76573310545966e-30	-0.505424851462119	0.933	0.846	2.47632597392929e-25	TC-5
JCHAIN	9.43201035734494e-27	-0.826351592855257	0.594	0.614	3.45221011089182e-22	TC-5
PTGDS	1.91609320106067e-26	-0.532575287976693	0.425	0.491	7.01309272520215e-22	TC-5
CCDC80	2.28285795872004e-26	-0.65854052004107	0.61	0.618	8.35548841471122e-22	TC-5
CD52	4.61575905515606e-25	-0.507114922038411	0.621	0.614	1.68941397177767e-20	TC-5
CRISP3	9.75760750909121e-19	-0.840454265132976	0.938	0.803	3.57138192440247e-14	TC-5
IGFBP7	2.25005477458986e-18	-0.53884417866656	0.998	0.978	8.23542548047635e-14	TC-5
ALB	9.46537474590136e-16	-1.23528869497563	0.537	0.535	3.46442181074736e-11	TC-5
C1R	7.58850179864208e-14	-0.502253882093961	0.798	0.71	2.77746754332099e-09	TC-5
CRISP3	0	3.00934835035143	0.996	0.798	0	TC-6
SLITRK6	0	1.78130728132766	0.965	0.373	0	TC-6
C6orf141	0	1.36631204971269	0.964	0.387	0	TC-6
VTCN1	0	1.27825822164844	0.979	0.559	0	TC-6
IGFBP5	0	1.00321284326472	1	1	0	TC-6
H3F3A	0	0.73454680647937	1	0.993	0	TC-6
ABCC11	1.04574747867086e-301	0.728210888917066	0.84	0.271	3.82754034668321e-297	TC-6
S100A13	7.75281585824775e-301	0.799980435880097	1	0.985	2.83760813227726e-296	TC-6
PIP	1.50266886473448e-296	0.662686926871924	0.854	0.26	5.49991831181467e-292	TC-6
PSMA6	8.01380990950707e-293	0.884325529834939	1	0.933	2.93313456497868e-288	TC-6
S100A16	1.98566858646369e-289	0.762933634255058	1	0.985	7.26774559331574e-285	TC-6
SERHL2	1.2795930672824e-284	1.17085142822251	0.999	0.887	4.68343858556032e-280	TC-6
MAB21L4	1.91650776300983e-282	0.663077497432054	0.86	0.291	7.01461006339229e-278	TC-6
HLA-B	2.64686540218963e-271	-0.948008985490982	1	0.999	9.68779205855425e-267	TC-6
CTTN	3.84072276796378e-258	0.72868197040329	1	0.966	1.40574294030242e-253	TC-6
IFI27	9.70171327205702e-254	-0.862509483283106	1	0.999	3.55092407470559e-249	TC-6
CEACAM6	1.34956873180525e-249	0.745545201235922	0.913	0.399	4.93955651528039e-245	TC-6
PPIA	8.28315170986275e-243	0.514175827425928	1	0.995	3.03171635732687e-238	TC-6
KRT8	2.88349102336846e-239	0.646349259121062	1	1	1.05538654946309e-234	TC-6
NUPR1	5.41879597073551e-238	0.726274917111648	1	0.997	1.9833335132489e-233	TC-6
B4GALT1	6.87482824763646e-238	0.794779234476051	0.995	0.724	2.51625588691742e-233	TC-6
PDLIM1	1.75316653270534e-228	0.81380394748273	0.99	0.721	6.41676482635483e-224	TC-6
EFHD1	7.51245820583693e-228	0.860060260278815	0.995	0.86	2.74963482791837e-223	TC-6
HLA-A	1.04924973810688e-224	-0.796274334179257	1	1	3.84035896644498e-220	TC-6
KRT18	2.59400022859088e-224	0.545538395608347	1	0.999	9.49430023666549e-220	TC-6
CD74	1.48915222474928e-222	-1.04779498192839	1	0.999	5.45044605780483e-218	TC-6
S100A11	2.60176351848785e-221	0.560733987755409	1	1	9.52271465401736e-217	TC-6
AZGP1	4.31307186226383e-220	0.75906002629313	1	0.95	1.57862743230718e-215	TC-6
TACSTD2	6.94614394647763e-218	0.723754125474643	0.999	0.831	2.54235814585028e-213	TC-6
CYP4B1	9.03383355925304e-214	0.680567157387708	0.912	0.449	3.3064734210222e-209	TC-6
ANO1	9.686120240872e-213	0.760412524188837	0.997	0.826	3.54521686936156e-208	TC-6
B2M	1.97280821853769e-211	-0.671042759768255	1	1	7.22067536066981e-207	TC-6
